tracking_id,species,timestamp,latitude,longitude,behavior,habitat,temperature,humidity,group_size
TRK_0025,Lion,2023-01-02 01:00:00,20.046320230046028,76.21386418159406,Feeding,Grassland,29.128631814735893,47.6091172328055,7
TRK_0026,Lion,2023-01-02 02:00:00,23.334991716911443,81.15012968038866,Hunting,Savanna,21.142651773892535,60.83543130802717,2
TRK_0027,Elephant,2023-01-02 03:00:00,23.981686935909433,82.74633780637788,Social,Savanna,31.984807902289198,58.76238977560476,3
TRK_0028,Rhino,2023-01-02 04:00:00,25.37395602937923,81.4390425354113,Resting,Mountain,21.199096343856333,42.84149685613365,3
TRK_0029,Rhino,2023-01-02 05:00:00,29.198556164127606,80.30302133249158,Feeding,Grassland,25.192534912478795,72.73231270701211,3
TRK_0030,Lion,2023-01-02 06:00:00,23.46345994365961,75.41951223431636,Social,Savanna,26.5306035050598,53.42729602571367,8
TRK_0031,Rhino,2023-01-02 07:00:00,23.469532018962276,84.68488777594384,Feeding,Grassland,28.921498848613076,62.98328790207518,2
TRK_0032,Rhino,2023-01-02 08:00:00,27.375012481097485,82.98714191654574,Feeding,Grassland,34.84238154213273,60.59136939732538,4
TRK_0033,Tiger,2023-01-02 09:00:00,24.522179408898072,77.92822036700964,Resting,Mountain,22.74015505192755,60.53042018281769,9
TRK_0034,Lion,2023-01-02 10:00:00,22.24604822939982,84.79970329358851,Moving,Grassland,30.693673871368034,44.2888957683395,2
TRK_0035,Leopard,2023-01-02 11:00:00,24.524395161326936,81.01881589636322,Social,Forest,34.85129224317068,56.93928036997331,3
TRK_0036,Lion,2023-01-02 12:00:00,21.408570203798,80.82422658207247,Resting,Forest,25.828666804324588,58.09467036826281,5
TRK_0037,Leopard,2023-01-02 13:00:00,21.763869865062233,82.48073179429532,Feeding,Wetland,22.249336249398542,69.34571361457793,2
TRK_0038,Tiger,2023-01-02 14:00:00,24.9836777273948,83.11769788090137,Resting,Mountain,16.349831302823542,73.60075327682793,5
TRK_0039,Elephant,2023-01-02 15:00:00,24.18925449504548,81.56478607331502,Moving,Wetland,34.41637883705531,61.79929112400072,5
TRK_0040,Rhino,2023-01-02 16:00:00,29.148459010681,76.280957463662,Social,Forest,23.77777835037818,43.471318162599616,5
TRK_0041,Tiger,2023-01-02 17:00:00,23.62393899116633,78.38267505994499,Moving,Wetland,19.993207503847245,49.47397882386185,3
TRK_0042,Rhino,2023-01-02 18:00:00,25.805883502780436,84.2808364032605,Hunting,Mountain,18.208349578951186,46.597361074109244,6
TRK_0043,Elephant,2023-01-02 19:00:00,26.322642879195303,77.24615611843852,Social,Mountain,19.983929048049795,44.98460252756499,4
TRK_0044,Elephant,2023-01-02 20:00:00,20.130944565883336,78.72167023837514,Moving,Grassland,29.598526466135826,54.6359719447123,4
TRK_0045,Tiger,2023-01-02 21:00:00,26.635373720167106,79.32076882944196,Feeding,Savanna,30.28934263837369,49.17574008617528,4
TRK_0046,Elephant,2023-01-02 22:00:00,21.780359668697514,79.39404989694452,Social,Grassland,28.26060935727768,48.73212447246049,3
TRK_0047,Leopard,2023-01-02 23:00:00,29.61070317469455,81.12939582494525,Social,Mountain,25.66168913676682,42.18772698305071,4
TRK_0048,Elephant,2023-01-03 00:00:00,21.48662727753113,84.43075837744708,Resting,Forest,18.77239705249332,40.706801791817355,1
TRK_0049,Rhino,2023-01-03 01:00:00,24.14624123727024,77.40692711832504,Feeding,Forest,21.350295270489763,44.110729705991275,2
TRK_0050,Rhino,2023-01-03 02:00:00,20.85349668078644,76.21501376300918,Hunting,Grassland,19.46690294659362,46.887899176945325,2
TRK_0051,Rhino,2023-01-03 03:00:00,29.96874251845947,76.97470489859937,Moving,Mountain,27.864105027631325,57.239349153928124,4
TRK_0052,Rhino,2023-01-03 04:00:00,25.021950103312427,83.8692490020927,Resting,Forest,19.68343760569148,60.420810451953784,6
TRK_0053,Leopard,2023-01-03 05:00:00,25.953850173200436,81.45810812655206,Moving,Mountain,21.428769444732037,45.623676726934626,2
TRK_0054,Lion,2023-01-03 06:00:00,20.670764773884276,77.85906789239161,Hunting,Forest,24.082563785007466,56.991333660967456,8
TRK_0055,Tiger,2023-01-03 07:00:00,27.49960470399178,83.15946938968617,Hunting,Mountain,16.650999234518267,53.66995369303709,4
TRK_0056,Rhino,2023-01-03 08:00:00,22.099055930955856,83.61369996363436,Social,Wetland,25.233857154204234,47.33694573991824,3
TRK_0057,Elephant,2023-01-03 09:00:00,28.980542894407137,83.46514338690278,Hunting,Mountain,24.464235594822316,40.27362992593454,7
TRK_0058,Rhino,2023-01-03 10:00:00,22.05139640482007,84.18926533639555,Moving,Mountain,30.921045729808455,58.68071466086967,6
TRK_0059,Elephant,2023-01-03 11:00:00,21.906877206636665,77.52241020173362,Feeding,Grassland,20.90067227483124,67.42606997060797,5
TRK_0060,Elephant,2023-01-03 12:00:00,20.365496678480948,82.55041928746279,Feeding,Wetland,18.504022408438324,49.05109336575228,4
TRK_0061,Rhino,2023-01-03 13:00:00,24.720669451099994,79.6053949727414,Social,Savanna,23.129701752043577,45.27227319586717,2
TRK_0062,Leopard,2023-01-03 14:00:00,25.648411332626164,83.41998552890061,Moving,Grassland,19.50954353281992,75.48170977787848,5
TRK_0063,Elephant,2023-01-03 15:00:00,20.657086394283525,82.28490677161614,Moving,Savanna,25.19577295906562,51.00099089951191,2
TRK_0064,Elephant,2023-01-03 16:00:00,27.755276166950104,82.76447446499725,Hunting,Forest,15.70032569086697,48.94450479170659,2
TRK_0065,Rhino,2023-01-03 17:00:00,24.532888347480277,81.56161837681071,Moving,Savanna,21.973272983113592,74.28387758439663,6
TRK_0066,Elephant,2023-01-03 18:00:00,25.2439026932758,76.77428769469707,Resting,Mountain,20.358141650888903,72.68428396667045,3
TRK_0067,Elephant,2023-01-03 19:00:00,24.40762746938228,80.45026918896939,Hunting,Savanna,27.838785385430345,57.93385882098534,5
TRK_0068,Rhino,2023-01-03 20:00:00,24.00763060875326,84.84669739524509,Resting,Grassland,20.947176451873176,59.56955445711098,7
TRK_0069,Rhino,2023-01-03 21:00:00,25.596403313082178,84.37388066497118,Social,Grassland,16.319521207007504,48.70994819336088,4
TRK_0070,Tiger,2023-01-03 22:00:00,21.552402459307125,75.43173735797012,Feeding,Savanna,23.990899515327257,43.1320668191823,2
TRK_0071,Leopard,2023-01-03 23:00:00,21.81928130495271,76.64814815729437,Social,Grassland,26.599430701372544,62.93727301422644,4
TRK_0072,Leopard,2023-01-04 00:00:00,28.617856210135173,76.31728773454562,Feeding,Grassland,23.64397403369637,43.93379686360853,3
TRK_0073,Elephant,2023-01-04 01:00:00,29.461154621336327,82.25979909985296,Social,Savanna,21.943386103904462,57.97098187826599,5
TRK_0074,Leopard,2023-01-04 02:00:00,23.73309316279753,83.17785329856945,Moving,Wetland,21.642189497078686,77.61988794052043,3
TRK_0075,Elephant,2023-01-04 03:00:00,22.70744673143554,77.13511366310672,Resting,Wetland,25.56474016221017,78.11337556682338,6
TRK_0076,Tiger,2023-01-04 04:00:00,26.439995432390155,80.0585269295183,Feeding,Forest,20.552756253802258,49.57329146189434,4
TRK_0077,Rhino,2023-01-04 05:00:00,24.087341710980965,83.407030280112,Hunting,Grassland,23.357585142947332,64.96453680182617,5
TRK_0078,Rhino,2023-01-04 06:00:00,20.25386355660345,82.32801544766251,Resting,Savanna,28.75223285443687,58.9630505643143,4
TRK_0079,Rhino,2023-01-04 07:00:00,21.561525973661904,80.42237205491848,Hunting,Grassland,18.493384605471775,75.02740510344424,4
TRK_0080,Leopard,2023-01-04 08:00:00,27.159722288473976,80.90347690458773,Resting,Mountain,24.78166490129864,50.85723457104213,1
TRK_0081,Tiger,2023-01-04 09:00:00,26.589239419101514,80.0836054691628,Resting,Grassland,16.055052936014974,40.14809627329667,4
TRK_0082,Leopard,2023-01-04 10:00:00,20.270959925034834,77.9754845131882,Social,Grassland,26.139648350049765,46.5024482372566,1
TRK_0083,Leopard,2023-01-04 11:00:00,22.219721619329494,80.65021992859016,Feeding,Wetland,20.105953946004696,53.98091204677592,4
TRK_0084,Tiger,2023-01-04 12:00:00,22.310747965880715,81.8888530205009,Feeding,Savanna,30.097959065153976,52.62884519081955,6
TRK_0085,Tiger,2023-01-04 13:00:00,26.718927435987283,83.73322915860808,Resting,Grassland,17.615263451773256,71.65451676491543,3
TRK_0086,Tiger,2023-01-04 14:00:00,20.197105377543643,81.36291353979249,Moving,Wetland,27.21039518400504,67.22242664555351,1
TRK_0087,Tiger,2023-01-04 15:00:00,21.041085819845737,82.61121537043158,Moving,Forest,31.105655392632467,51.982252784595886,6
TRK_0088,Rhino,2023-01-04 16:00:00,27.999160853731894,76.60071634954573,Hunting,Wetland,19.846552992897657,58.30975268664854,4
TRK_0089,Lion,2023-01-04 17:00:00,21.785446620543336,79.6155747441979,Hunting,Wetland,20.690575355025302,43.82236415833341,3
TRK_0090,Lion,2023-01-04 18:00:00,26.527461078518748,75.09331619827093,Social,Wetland,20.279021778117013,75.92585779280404,4
TRK_0091,Tiger,2023-01-04 19:00:00,22.381827810467264,77.46678864521623,Resting,Grassland,22.57068655797848,77.41699297794136,3
TRK_0092,Lion,2023-01-04 20:00:00,20.994413927593452,82.26461715113005,Hunting,Grassland,27.58710899594733,79.19214141523753,4
TRK_0093,Lion,2023-01-04 21:00:00,22.43172190999454,84.91809951349363,Hunting,Forest,22.162475330564384,74.7421132314335,5
TRK_0094,Tiger,2023-01-04 22:00:00,27.22266931855659,75.99178099587216,Resting,Mountain,19.395208873968215,46.95843550784902,2
TRK_0095,Lion,2023-01-04 23:00:00,28.55696468106286,79.01494315861288,Social,Mountain,14.906231467083549,41.847859328065155,4
TRK_0096,Leopard,2023-01-05 00:00:00,28.302198645669918,83.0007096869916,Hunting,Mountain,33.009737532561985,63.18386909650696,3
TRK_0097,Elephant,2023-01-05 01:00:00,23.971835296184548,77.04035634628899,Social,Forest,33.402478152073236,76.50420107532442,3
TRK_0098,Elephant,2023-01-05 02:00:00,26.68085136570646,80.55084949302287,Feeding,Mountain,27.801185197442283,47.094054466389714,1
TRK_0099,Tiger,2023-01-05 03:00:00,22.04984295415821,82.33071296029675,Social,Mountain,20.948081527875075,40.28171658496567,4
TRK_0100,Rhino,2023-01-05 04:00:00,22.931477302610134,81.15985450260179,Moving,Wetland,28.738510575658232,72.21984184128976,4
TRK_0101,Tiger,2023-01-05 05:00:00,28.9633581852112,76.88024734615416,Moving,Grassland,29.74353458746533,43.07182737146936,3
TRK_0102,Rhino,2023-01-05 06:00:00,20.130019235107362,78.5538456868574,Social,Grassland,23.728759342936332,56.548241276401214,2
TRK_0103,Elephant,2023-01-05 07:00:00,20.85508530854468,82.83791784485398,Moving,Wetland,25.20684271999445,67.1554934875514,4
TRK_0104,Tiger,2023-01-05 08:00:00,22.078862551460272,80.54226514132017,Feeding,Wetland,31.15884114744746,49.47190341824721,5
TRK_0105,Leopard,2023-01-05 09:00:00,20.265322038738198,75.05229613542913,Resting,Wetland,16.79769321471796,43.35850253786907,5
TRK_0106,Lion,2023-01-05 10:00:00,21.814354350897972,82.60990760028093,Moving,Grassland,29.99211411561087,70.80084913823315,6
TRK_0107,Rhino,2023-01-05 11:00:00,25.83041560969692,75.3531135494024,Moving,Mountain,23.454230943217432,65.20700339548165,6
TRK_0108,Lion,2023-01-05 12:00:00,24.21424550592498,82.45733782731232,Social,Wetland,19.437108489944748,79.53961937947219,3
TRK_0109,Lion,2023-01-05 13:00:00,28.92671711076975,77.02480560165237,Feeding,Forest,19.84846763352831,53.77232133279837,4
TRK_0110,Tiger,2023-01-05 14:00:00,28.17443561738441,84.5807348011938,Resting,Wetland,20.676389327404557,42.47049545160799,4
TRK_0111,Lion,2023-01-05 15:00:00,23.41817351697876,78.67940751302085,Social,Savanna,18.949646399493986,69.37400141341183,3
TRK_0112,Leopard,2023-01-05 16:00:00,22.594234334312926,78.2693161633808,Social,Wetland,33.85694487194508,60.869336754129826,3
TRK_0113,Lion,2023-01-05 17:00:00,23.79692408167267,76.48888050332445,Feeding,Grassland,27.456014692505008,48.528157255565404,5
TRK_0114,Tiger,2023-01-05 18:00:00,25.902949425148076,78.05604215490214,Resting,Wetland,30.322413768042843,71.26915956019037,2
TRK_0115,Leopard,2023-01-05 19:00:00,22.680636408228764,83.766507618282,Feeding,Savanna,27.81184145808339,48.15021943399775,7
TRK_0116,Elephant,2023-01-05 20:00:00,26.24148907849134,84.96334337627248,Resting,Forest,25.306138042350867,50.42646619331747,2
TRK_0117,Lion,2023-01-05 21:00:00,24.094116521912404,78.68309530506848,Feeding,Mountain,25.37377661682816,43.70114217466877,5
TRK_0118,Tiger,2023-01-05 22:00:00,25.5204718085198,79.48610630954542,Social,Wetland,23.01243680545069,55.97729116123418,3
TRK_0119,Elephant,2023-01-05 23:00:00,24.361265291353167,82.22070938202737,Social,Savanna,23.421088117799147,56.75716895749676,5
TRK_0120,Elephant,2023-01-06 00:00:00,22.944657595419176,83.86195780465074,Hunting,Savanna,17.959483130935542,60.582471613931936,4
TRK_0121,Rhino,2023-01-06 01:00:00,29.484533069621566,80.93044334186784,Moving,Forest,30.409130755201318,68.3585706849511,6
TRK_0122,Leopard,2023-01-06 02:00:00,27.636057941597606,78.9152569817783,Feeding,Grassland,15.933833569984774,76.24403714721703,6
TRK_0123,Lion,2023-01-06 03:00:00,21.401131757664526,79.12621840848624,Hunting,Wetland,19.706947047354006,45.50936395551234,2
TRK_0124,Tiger,2023-01-06 04:00:00,28.68467975897913,81.95618146496807,Moving,Savanna,35.06017065480305,42.173923933946284,5
TRK_0125,Rhino,2023-01-06 05:00:00,24.874311982495136,75.03218263604279,Feeding,Forest,25.680864415324134,40.74124934377333,3
TRK_0126,Leopard,2023-01-06 06:00:00,28.945522268940913,81.19589337459841,Resting,Mountain,25.888552225150995,45.744855122752654,4
TRK_0127,Rhino,2023-01-06 07:00:00,27.998552559473154,78.55493010441357,Moving,Savanna,28.186692738838644,66.31797943126503,2
TRK_0128,Leopard,2023-01-06 08:00:00,24.252135044692334,82.94197331277084,Social,Forest,17.298312534393023,69.09908311985987,5
TRK_0129,Leopard,2023-01-06 09:00:00,20.224693083201174,75.92990639823132,Hunting,Grassland,18.031033167649884,71.46022854112488,4
TRK_0130,Lion,2023-01-06 10:00:00,22.68677359384946,80.8820226694839,Moving,Grassland,22.775528267255766,49.74832847617371,5
TRK_0131,Leopard,2023-01-06 11:00:00,25.41634214660867,79.80972889886124,Moving,Savanna,20.48319521226155,52.2357925304608,5
TRK_0132,Rhino,2023-01-06 12:00:00,26.334782198261472,81.42325525905227,Social,Savanna,24.625220174952997,59.32538582261998,5
TRK_0133,Leopard,2023-01-06 13:00:00,22.578876854332023,75.64853594482969,Feeding,Wetland,27.42774647651068,42.52732387440906,4
TRK_0134,Lion,2023-01-06 14:00:00,21.39356074072824,80.79983787428131,Resting,Forest,31.94581523935298,64.44566092844985,2
TRK_0135,Lion,2023-01-06 15:00:00,28.34930236799299,80.61484587959524,Social,Savanna,29.055441698947956,79.34940134703031,6
TRK_0136,Rhino,2023-01-06 16:00:00,29.84402180703552,80.60660094416171,Resting,Wetland,20.02861644155523,54.43225245512011,6
TRK_0137,Elephant,2023-01-06 17:00:00,25.25690182302686,81.03487666596455,Feeding,Wetland,23.125179610261036,70.11389900365536,5
TRK_0138,Elephant,2023-01-06 18:00:00,21.716792858483036,81.76467937226363,Moving,Savanna,21.765274143751927,60.001356622784314,6
TRK_0139,Leopard,2023-01-06 19:00:00,22.72307326519369,83.04988999680769,Resting,Grassland,19.917195604938254,45.11247377441531,4
TRK_0140,Tiger,2023-01-06 20:00:00,20.183906765474667,77.69820720128214,Hunting,Forest,18.779124436610836,63.28949795210345,3
TRK_0141,Leopard,2023-01-06 21:00:00,29.14298806560499,83.25049410180063,Hunting,Forest,33.3215619386227,51.9949707377626,6
TRK_0142,Rhino,2023-01-06 22:00:00,21.17751082890141,79.98255682263454,Social,Grassland,25.05321121616325,41.37612833813833,7
TRK_0143,Rhino,2023-01-06 23:00:00,25.765164755142536,75.77058279134332,Feeding,Savanna,23.87884896697626,65.39718920470975,4
TRK_0144,Rhino,2023-01-07 00:00:00,22.74055220687206,75.5855092924398,Social,Forest,27.421287832971508,74.35729397298911,1
TRK_0145,Rhino,2023-01-07 01:00:00,25.541780025157934,78.3423831869606,Social,Savanna,27.668730518707864,53.79079067599497,4
TRK_0146,Rhino,2023-01-07 02:00:00,26.514203883518643,82.84896977111468,Social,Savanna,30.594128268532106,55.61182188851082,2
TRK_0147,Lion,2023-01-07 03:00:00,28.297418037072017,82.07680934740915,Hunting,Wetland,21.281691933166172,75.64086731868846,1
TRK_0148,Elephant,2023-01-07 04:00:00,22.064212717606033,82.88614964672406,Hunting,Grassland,27.0136110843641,72.54435253469424,2
TRK_0149,Rhino,2023-01-07 05:00:00,20.109958286584806,80.17269056441609,Social,Savanna,20.444130118245855,68.59811294207108,5
TRK_0150,Tiger,2023-01-07 06:00:00,21.368856300688073,79.40198997955491,Hunting,Mountain,24.049210281306358,49.951882550125916,3
TRK_0151,Tiger,2023-01-07 07:00:00,29.00018641848105,76.47452526706284,Feeding,Grassland,25.28371283581027,76.40866619866577,9
TRK_0152,Tiger,2023-01-07 08:00:00,28.738900775625154,78.28192753609312,Social,Forest,25.772419978595305,46.17663030156852,8
TRK_0153,Tiger,2023-01-07 09:00:00,25.974131021703084,79.34019366173875,Hunting,Wetland,25.551605529235953,65.07082077668888,4
TRK_0154,Lion,2023-01-07 10:00:00,26.005168604336532,75.88600429679617,Resting,Forest,29.009154912724597,41.15204722186075,4
TRK_0155,Tiger,2023-01-07 11:00:00,26.650366745462556,77.20611952711211,Social,Forest,22.01505804512114,65.74879225299783,4
TRK_0156,Rhino,2023-01-07 12:00:00,21.753712786234495,80.9822529406374,Social,Grassland,25.908371364517357,51.08577407493439,1
TRK_0157,Leopard,2023-01-07 13:00:00,29.1441194592496,82.3566311423919,Feeding,Forest,21.205475802398,57.9870790873488,4
TRK_0158,Tiger,2023-01-07 14:00:00,24.187705248920732,84.9834751139295,Moving,Savanna,39.60376282942941,53.810582082282124,4
TRK_0159,Lion,2023-01-07 15:00:00,23.831385282494974,84.33113331343557,Moving,Forest,20.43567841118185,46.910270249848395,5
TRK_0160,Lion,2023-01-07 16:00:00,25.189177052828377,81.42565199535191,Feeding,Wetland,21.496736728277227,64.87923160375496,2
TRK_0161,Tiger,2023-01-07 17:00:00,20.469659667750552,79.21248053294072,Feeding,Wetland,29.4132403850656,75.2790222056243,4
TRK_0162,Leopard,2023-01-07 18:00:00,21.662833687560795,81.36177364708233,Feeding,Mountain,22.852674282494206,78.36336969129613,5
TRK_0163,Tiger,2023-01-07 19:00:00,27.380336164263703,82.85651618080232,Moving,Wetland,29.415230638505147,47.6938545261566,5
TRK_0164,Lion,2023-01-07 20:00:00,20.827986679251264,76.18336190923387,Feeding,Forest,25.765112968629424,68.69491096251893,3
TRK_0165,Elephant,2023-01-07 21:00:00,26.03152109466388,79.09904889696288,Hunting,Wetland,22.98405366723105,66.5735746642273,6
TRK_0166,Rhino,2023-01-07 22:00:00,22.45349109681321,83.39802285635618,Social,Grassland,21.236223254376114,53.7351115829829,3
TRK_0167,Lion,2023-01-07 23:00:00,23.892956140419766,78.83832951933044,Social,Wetland,21.055817191815635,40.76396797414903,5
TRK_0168,Tiger,2023-01-08 00:00:00,22.886937367707,80.71872271227187,Resting,Savanna,23.03839498743629,67.59164989251465,4
TRK_0169,Rhino,2023-01-08 01:00:00,23.55672716464949,80.87769360862198,Resting,Grassland,24.12801840827601,77.81979442238,4
TRK_0170,Tiger,2023-01-08 02:00:00,27.190459051842453,76.8447625313364,Social,Mountain,20.840593782880628,65.28480487662605,3
TRK_0171,Tiger,2023-01-08 03:00:00,22.971217156231752,78.62235441652288,Hunting,Savanna,24.453837849067277,57.41170896750536,3
TRK_0172,Elephant,2023-01-08 04:00:00,25.66404640296897,78.34511288741932,Moving,Forest,19.529423536659962,61.006155764465134,2
TRK_0173,Rhino,2023-01-08 05:00:00,24.760504021990997,75.26196708532065,Moving,Forest,28.77950608298176,47.9851523063967,4
TRK_0174,Rhino,2023-01-08 06:00:00,26.63671165362648,75.24191763891355,Hunting,Forest,29.736811997299824,70.0217665501495,6
TRK_0175,Elephant,2023-01-08 07:00:00,29.36829739324758,83.31697043675774,Moving,Savanna,21.478374048957342,69.85679320039395,2
TRK_0176,Lion,2023-01-08 08:00:00,27.325720972102502,77.73070809972812,Feeding,Savanna,21.1991347244239,45.820692015496995,3
TRK_0177,Tiger,2023-01-08 09:00:00,22.149403785907566,80.18078766238816,Social,Savanna,25.88958403504936,75.11913529998637,4
TRK_0178,Leopard,2023-01-08 10:00:00,20.311831350612845,77.98725573588773,Social,Grassland,31.326830465157826,50.76758957893221,3
TRK_0179,Tiger,2023-01-08 11:00:00,22.62264044299825,84.40679245115341,Hunting,Grassland,32.43331832126587,79.2902424374646,4
TRK_0180,Tiger,2023-01-08 12:00:00,25.95077930700255,77.59296758865774,Moving,Forest,17.986286383818666,55.31612056148983,5
TRK_0181,Lion,2023-01-08 13:00:00,20.514258134842503,79.29656812738935,Resting,Wetland,30.03152414825762,47.115362349379986,2
TRK_0182,Tiger,2023-01-08 14:00:00,24.963662472012363,83.72730250484602,Resting,Forest,24.692233310324028,54.06880445382609,2
TRK_0183,Elephant,2023-01-08 15:00:00,25.968428489168893,83.41933566791809,Moving,Mountain,24.789051497697326,57.60721314788773,4
TRK_0184,Elephant,2023-01-08 16:00:00,23.34243890816961,76.86101417846277,Resting,Grassland,27.523561828252806,42.77231092153179,4
TRK_0185,Rhino,2023-01-08 17:00:00,27.70912203745822,83.02643309795711,Hunting,Savanna,22.59521264791943,63.12873524893158,4
TRK_0186,Leopard,2023-01-08 18:00:00,21.065982531337717,79.58186886737893,Hunting,Grassland,30.483503160541524,63.905297594756014,3
TRK_0187,Tiger,2023-01-08 19:00:00,20.751377817358087,79.82968872085355,Moving,Savanna,32.119811358849034,69.55721821397889,2
TRK_0188,Tiger,2023-01-08 20:00:00,27.281887562036033,76.33479972415944,Resting,Mountain,32.30642138767618,41.16679569162973,4
TRK_0189,Lion,2023-01-08 21:00:00,24.954913162061985,75.80601513757125,Hunting,Mountain,15.7804260586736,61.64952857735321,6
TRK_0190,Elephant,2023-01-08 22:00:00,26.88402396427736,82.27939306973765,Hunting,Grassland,23.851713656357852,42.116297330826576,1
TRK_0191,Leopard,2023-01-08 23:00:00,24.348273386037462,79.964611523553,Feeding,Savanna,15.323847075961211,68.04576879866613,9
TRK_0192,Rhino,2023-01-09 00:00:00,22.46402033239107,79.36850702615179,Feeding,Mountain,21.17359969028329,42.22911942803938,5
TRK_0193,Elephant,2023-01-09 01:00:00,28.191023176741997,82.29508228652396,Hunting,Forest,13.01250564435171,76.46911393366531,2
TRK_0194,Rhino,2023-01-09 02:00:00,27.99415878968979,82.65512898991109,Moving,Forest,27.251333173197434,68.08330267537985,7
TRK_0195,Lion,2023-01-09 03:00:00,26.946964708544268,76.58908167669354,Social,Savanna,26.09654817790087,60.29559060340628,1
TRK_0196,Lion,2023-01-09 04:00:00,22.721451372299626,81.10225149477641,Social,Grassland,22.836994467216172,57.660156931247,8
TRK_0197,Tiger,2023-01-09 05:00:00,25.90230666869087,76.35354082277685,Hunting,Mountain,21.044259447248493,45.2269052165305,2
TRK_0198,Leopard,2023-01-09 06:00:00,23.60973896940027,82.51375086029046,Hunting,Grassland,26.57015812176835,51.63997558258652,4
TRK_0199,Rhino,2023-01-09 07:00:00,20.91582073326634,81.56955156267139,Hunting,Forest,19.942889643144518,74.75836420083584,2
TRK_0200,Elephant,2023-01-09 08:00:00,29.17313575462243,84.56614621083457,Moving,Mountain,19.602689426163366,76.17811246249975,2
TRK_0201,Lion,2023-01-09 09:00:00,21.368186309189614,75.68958016356422,Feeding,Grassland,18.987918990326456,40.02990833482124,3
TRK_0202,Tiger,2023-01-09 10:00:00,29.502373538208026,75.57054721151255,Hunting,Wetland,23.980795346306756,63.76545565910205,9
TRK_0203,Tiger,2023-01-09 11:00:00,24.460057729579557,77.821870746932,Hunting,Savanna,22.088462152336184,68.77202436100454,3
TRK_0204,Rhino,2023-01-09 12:00:00,21.851329288386196,77.61705683735906,Resting,Savanna,23.07880990768165,64.74987929830425,7
